num;label
102299;No gesture
141625;Thumb Down
108823;Swiping Right
28014;Swiping Up
57819;Stop Sign
45164;Thumb Up
143765;Drumming Fingers
106070;Stop Sign
51706;No gesture
5354;Sliding Two Fingers Right
3192;Sliding Two Fingers Left
145834;No gesture
132912;Swiping Right
25096;Sliding Two Fingers Up
110239;Stop Sign
129148;Swiping Down
80947;Swiping Up
135699;Thumb Up
37817;Sliding Two Fingers Left
11504;Thumb Up
116128;Swiping Right
41994;Zooming Out With Two Fingers
124815;Swiping Up
42558;Sliding Two Fingers Right
79685;No gesture
128970;Stop Sign
75211;Zooming In With Two Fingers
87006;Sliding Two Fingers Down
10168;Zooming Out With Two Fingers
137416;Thumb Up
23445;Swiping Down
104110;Sliding Two Fingers Left
70692;Swiping Down
65090;Sliding Two Fingers Right
81314;Stop Sign
59962;No gesture
12331;Zooming In With Two Fingers
93565;Sliding Two Fingers Left
82226;No gesture
90958;Sliding Two Fingers Down
112992;Sliding Two Fingers Right
97366;Zooming Out With Two Fingers
86193;Sliding Two Fingers Up
88228;Stop Sign
99357;Thumb Up
89758;Zooming Out With Two Fingers
145196;Stop Sign
78905;Sliding Two Fingers Right
133406;Zooming Out With Two Fingers
93028;Sliding Two Fingers Right
18384;Swiping Down
67418;Sliding Two Fingers Right
132654;No gesture
82751;Thumb Up
27092;Thumb Up
25867;No gesture
28295;Swiping Right
124232;Thumb Up
49983;Sliding Two Fingers Up
108460;Swiping Down
49348;Zooming Out With Two Fingers
109078;Swiping Up
141887;Stop Sign
69238;Thumb Down
135186;Thumb Up
38501;Swiping Right
29114;No gesture
28592;Swiping Up
60920;No gesture
112298;Swiping Down
125485;Sliding Two Fingers Right
105749;Drumming Fingers
68145;Zooming Out With Two Fingers
100076;Sliding Two Fingers Right
64121;Stop Sign
80418;Sliding Two Fingers Right
17700;Drumming Fingers
138612;Swiping Down
60504;Stop Sign
81183;Sliding Two Fingers Down
113039;Zooming Out With Two Fingers
124171;Stop Sign
109504;Swiping Up
132310;Sliding Two Fingers Down
2961;Thumb Up
26381;Zooming In With Two Fingers
72231;Swiping Right
113310;Thumb Down
17233;No gesture
26448;Sliding Two Fingers Left
39900;Swiping Down
106529;Stop Sign
24568;Sliding Two Fingers Down
140423;No gesture
137390;No gesture
56770;Swiping Right
92232;Sliding Two Fingers Right
147923;Sliding Two Fingers Up
139263;Swiping Right
129117;Thumb Down
27764;Sliding Two Fingers Down
33249;Swiping Down
80655;Thumb Down
78052;Thumb Down
88957;Swiping Right
142222;Sliding Two Fingers Left
146814;Sliding Two Fingers Right
66864;Swiping Right
82833;Stop Sign
58928;Thumb Down
7221;Sliding Two Fingers Left
13063;Sliding Two Fingers Up
121027;Sliding Two Fingers Up
42159;Swiping Up
83060;Swiping Up
81414;Sliding Two Fingers Down
13035;Zooming In With Two Fingers
26853;Swiping Up
67016;Drumming Fingers
82035;Swiping Up
47225;Sliding Two Fingers Up
40799;Sliding Two Fingers Up
124105;Zooming In With Two Fingers
26386;Thumb Down
1758;Swiping Down
110429;Swiping Down
94222;No gesture
58305;Thumb Down
101577;Swiping Down
125613;Drumming Fingers
79821;Zooming In With Two Fingers
121850;Thumb Down
132062;Thumb Up
131118;Sliding Two Fingers Up
47847;Thumb Up
29637;Sliding Two Fingers Left
99943;No gesture
67456;Sliding Two Fingers Up
87055;Stop Sign
102583;Swiping Down
39707;Zooming Out With Two Fingers
11819;Drumming Fingers
111790;Sliding Two Fingers Up
26484;Zooming In With Two Fingers
77613;Swiping Down
95084;Stop Sign
98360;Swiping Down
116976;Sliding Two Fingers Down
133636;Stop Sign
124048;Drumming Fingers
119203;Swiping Up
129817;Sliding Two Fingers Down
59839;Sliding Two Fingers Up
28913;Zooming In With Two Fingers
139127;Swiping Right
147934;Zooming Out With Two Fingers
31833;Sliding Two Fingers Right
46637;Swiping Up
140696;Drumming Fingers
9204;Sliding Two Fingers Up
119013;Zooming Out With Two Fingers
75152;Swiping Up
120930;Stop Sign
130398;No gesture
22860;Swiping Right
55926;Stop Sign
86915;Sliding Two Fingers Left
128670;Thumb Up
127627;Swiping Right
39580;Swiping Up
137617;Sliding Two Fingers Right
108028;Sliding Two Fingers Down
90157;Sliding Two Fingers Right
97135;Thumb Down
109949;Stop Sign
94287;Thumb Down
103675;Swiping Up
111860;Drumming Fingers
69674;Zooming Out With Two Fingers
117832;Stop Sign
69017;Sliding Two Fingers Up
95815;Swiping Up
17491;Sliding Two Fingers Left
23572;Drumming Fingers
55825;Zooming In With Two Fingers
54373;Swiping Right
27492;Swiping Down
53413;Thumb Up
147894;Zooming In With Two Fingers
142442;Swiping Down
110054;Sliding Two Fingers Right
52218;Zooming Out With Two Fingers
93666;Thumb Up
32002;Sliding Two Fingers Right
120088;Swiping Down
116087;Swiping Right
120629;Zooming Out With Two Fingers
43087;Thumb Down
15970;Sliding Two Fingers Right
13627;Sliding Two Fingers Right
124107;Thumb Up
131863;Sliding Two Fingers Right
2589;Zooming In With Two Fingers
39696;Drumming Fingers
119284;No gesture
58211;Sliding Two Fingers Left
119108;Swiping Down
111671;Swiping Up
93012;Swiping Right
138610;Sliding Two Fingers Up
89097;Sliding Two Fingers Down
78282;Sliding Two Fingers Right
5202;Zooming In With Two Fingers
21322;Thumb Down
22859;Sliding Two Fingers Down
142881;Thumb Up
107628;Swiping Right
57106;Swiping Right
139447;Sliding Two Fingers Down
84410;Zooming In With Two Fingers
126487;Swiping Up
60941;No gesture
130627;No gesture
56409;Stop Sign
39388;Sliding Two Fingers Right
40442;Sliding Two Fingers Up
13389;Sliding Two Fingers Right
105778;Stop Sign
100725;Swiping Down
128861;Thumb Up
145508;Drumming Fingers
73601;Zooming In With Two Fingers
141977;Sliding Two Fingers Right
117725;Swiping Right
48914;Swiping Down
62218;Swiping Up
68803;Swiping Down
23877;Sliding Two Fingers Left
125880;Stop Sign
17684;Zooming Out With Two Fingers
136324;Sliding Two Fingers Up
127789;Swiping Up
25652;Drumming Fingers
100293;Sliding Two Fingers Left
59326;Sliding Two Fingers Down
93187;Sliding Two Fingers Up
69093;Zooming Out With Two Fingers
80564;Sliding Two Fingers Right
109390;Zooming In With Two Fingers
65053;Zooming Out With Two Fingers
139399;Stop Sign
76153;Swiping Down
5956;Sliding Two Fingers Up
66227;Swiping Right
91689;Stop Sign
44863;Sliding Two Fingers Up
61516;Sliding Two Fingers Left
97141;Thumb Down
111313;Stop Sign
76296;Swiping Down
77213;Swiping Right
96151;Swiping Up
49140;Drumming Fingers
78833;Sliding Two Fingers Down
82159;Swiping Right
44300;Thumb Up
33116;Zooming Out With Two Fingers
1098;Drumming Fingers
49332;Thumb Down
140714;Swiping Down
122050;Swiping Right
92423;Thumb Up
59665;Thumb Down
146402;Zooming In With Two Fingers
25517;Swiping Up
116686;Swiping Right
93988;No gesture
67501;Stop Sign
127167;No gesture
120920;Thumb Up
40086;Swiping Down
13286;Swiping Down
13965;Sliding Two Fingers Up
105833;Thumb Up
110644;Swiping Right
103958;Sliding Two Fingers Left
33803;Thumb Down
126347;Sliding Two Fingers Right
55394;Swiping Down
34868;Sliding Two Fingers Left
147036;Sliding Two Fingers Left
24025;Swiping Up
79944;Zooming Out With Two Fingers
71042;Swiping Right
16713;Zooming In With Two Fingers
113655;Swiping Down
7422;Swiping Down
64000;Sliding Two Fingers Right
130018;Sliding Two Fingers Right
36667;Swiping Up
126190;Sliding Two Fingers Right
56349;Swiping Up
117662;Stop Sign
103895;Swiping Right
71678;Sliding Two Fingers Up
81431;Sliding Two Fingers Left
50696;Thumb Down
73511;Sliding Two Fingers Left
122086;Swiping Right
65333;Swiping Down
32973;Swiping Down
91708;Sliding Two Fingers Up
111715;Swiping Up
92551;Sliding Two Fingers Down
136451;Swiping Up
136965;Swiping Right
11883;Sliding Two Fingers Right
117732;Zooming In With Two Fingers
76856;Sliding Two Fingers Down
67297;Zooming Out With Two Fingers
92897;Drumming Fingers
120470;Zooming Out With Two Fingers
100236;Thumb Down
110210;Sliding Two Fingers Up
110985;Drumming Fingers
92455;Swiping Up
80878;Swiping Right
131007;Sliding Two Fingers Down
42631;Stop Sign
2186;No gesture
67126;Thumb Down
111988;Stop Sign
8423;Swiping Up
59349;Thumb Up
42271;Sliding Two Fingers Down
62307;Sliding Two Fingers Left
34732;Thumb Up
57829;Sliding Two Fingers Right
96714;Zooming Out With Two Fingers
513;Stop Sign
136237;Thumb Down
65329;Zooming Out With Two Fingers
84758;Drumming Fingers
7764;Zooming In With Two Fingers
49528;Swiping Up
63854;Sliding Two Fingers Down
55255;Thumb Down
71349;Stop Sign
22515;No gesture
136702;Swiping Right
66245;Thumb Down
60338;Sliding Two Fingers Down
94727;Stop Sign
87954;Zooming In With Two Fingers
74952;Swiping Down
60161;Swiping Down
49374;Stop Sign
5689;Drumming Fingers
125996;Sliding Two Fingers Left
75785;Zooming In With Two Fingers
115423;Zooming Out With Two Fingers
50258;Sliding Two Fingers Up
48898;Thumb Up
145165;Sliding Two Fingers Down
20775;Swiping Down
82030;Thumb Up
10902;Stop Sign
127767;Drumming Fingers
34030;Sliding Two Fingers Right
11261;Sliding Two Fingers Right
24995;Sliding Two Fingers Right
69560;Sliding Two Fingers Up
111439;Thumb Up
71205;No gesture
56174;Thumb Down
105211;Sliding Two Fingers Left
5908;Swiping Down
85524;Sliding Two Fingers Down
98748;Sliding Two Fingers Left
78736;Sliding Two Fingers Down
140926;Thumb Down
72467;Sliding Two Fingers Right
74458;Thumb Down
75725;Stop Sign
39003;Stop Sign
42038;Swiping Up
24813;Zooming Out With Two Fingers
73324;Swiping Right
16058;Swiping Down
108241;Sliding Two Fingers Left
22457;Swiping Right
74448;Zooming Out With Two Fingers
47481;Swiping Down
100566;Sliding Two Fingers Right
20466;No gesture
78013;Zooming In With Two Fingers
140506;Swiping Down
22851;Zooming Out With Two Fingers
111897;Thumb Up
115065;Drumming Fingers
103781;Swiping Up
3012;Thumb Down
126337;Thumb Down
11202;Swiping Right
20031;Sliding Two Fingers Left
144489;Zooming Out With Two Fingers
64385;Thumb Down
55885;Thumb Up
61083;Swiping Up
124563;Sliding Two Fingers Left
40815;Sliding Two Fingers Right
137179;Sliding Two Fingers Left
77669;Swiping Right
83017;Zooming In With Two Fingers
105915;Stop Sign
118547;Zooming In With Two Fingers
138429;Thumb Down
116759;Zooming In With Two Fingers
34725;Stop Sign
124845;Sliding Two Fingers Right
52613;Thumb Down
112839;Sliding Two Fingers Down
10594;Swiping Down
46064;Stop Sign
12363;Swiping Up
43998;Thumb Down
120301;Stop Sign
36645;Thumb Down
88091;No gesture
110489;Sliding Two Fingers Down
72706;Sliding Two Fingers Right
143428;Sliding Two Fingers Left
42505;Zooming In With Two Fingers
134522;Swiping Up
36858;Thumb Up
22364;Drumming Fingers
105049;Zooming Out With Two Fingers
43215;Thumb Down
47969;Sliding Two Fingers Right
6447;Drumming Fingers
135525;No gesture
32983;Sliding Two Fingers Left
78408;Sliding Two Fingers Left
80212;Sliding Two Fingers Left
58154;Swiping Down
134483;Thumb Up
22020;Thumb Up
95557;Zooming Out With Two Fingers
141001;Zooming Out With Two Fingers
110944;Swiping Up
87962;Swiping Down
54366;Stop Sign
62490;Stop Sign
141179;Stop Sign
40466;Sliding Two Fingers Down
68804;Thumb Up
61668;Stop Sign
60842;Drumming Fingers
11355;Swiping Down
147835;Stop Sign
2893;Sliding Two Fingers Down
28219;Sliding Two Fingers Down
88778;Sliding Two Fingers Down
62535;Swiping Down
92740;Zooming Out With Two Fingers
94441;Zooming In With Two Fingers
55677;Swiping Down
140737;Stop Sign
18023;Swiping Down
43626;Swiping Right
21093;Swiping Up
5520;Drumming Fingers
91534;Zooming Out With Two Fingers
62700;Sliding Two Fingers Right
65160;Thumb Up
75712;Zooming Out With Two Fingers
61062;Swiping Up
43844;Zooming In With Two Fingers
141642;Sliding Two Fingers Left
148053;Swiping Right
19140;Swiping Up
142544;Thumb Up
10551;Sliding Two Fingers Right
37764;Swiping Up
41253;Swiping Up
61810;Drumming Fingers
1528;Drumming Fingers
48465;Sliding Two Fingers Right
43873;Thumb Up
69462;Swiping Right
18207;Thumb Up
8606;Stop Sign
136204;Swiping Up
144647;Swiping Up
53748;Sliding Two Fingers Down
14624;Drumming Fingers
130433;Drumming Fingers
100694;Sliding Two Fingers Up
137202;Swiping Down
81724;Sliding Two Fingers Right
33530;Swiping Right
42323;Stop Sign
49197;Thumb Down
81181;Swiping Down
120693;Zooming In With Two Fingers
117517;No gesture
144565;Zooming In With Two Fingers
100304;No gesture
51016;Zooming In With Two Fingers
28012;Swiping Down
141854;Zooming Out With Two Fingers
125722;Swiping Right
41547;Drumming Fingers
28974;Sliding Two Fingers Right
28679;Sliding Two Fingers Up
74870;Sliding Two Fingers Up
147814;Sliding Two Fingers Down
68245;Swiping Right
49186;Swiping Right
71064;Stop Sign
115552;Zooming Out With Two Fingers
70267;Thumb Down
85272;Zooming In With Two Fingers
124453;Swiping Up
50681;Swiping Up
51480;Sliding Two Fingers Up
42232;Swiping Up
1046;Stop Sign
76547;Zooming In With Two Fingers
144826;Thumb Up
113308;Thumb Up
26581;Swiping Right
29381;Sliding Two Fingers Left
77033;Sliding Two Fingers Up
38960;Sliding Two Fingers Up
8012;Sliding Two Fingers Right
40343;Drumming Fingers
64470;Zooming In With Two Fingers
67509;Sliding Two Fingers Up
37664;Thumb Down
129136;Zooming In With Two Fingers
30538;Thumb Down
145319;Zooming Out With Two Fingers
65455;Thumb Up
87345;Thumb Down
50796;No gesture
76859;Sliding Two Fingers Up
108766;Drumming Fingers
8724;Sliding Two Fingers Left
133672;Thumb Up
78371;Sliding Two Fingers Right
40476;Swiping Down
16897;No gesture
139656;Swiping Down
33364;Swiping Down
10194;Zooming Out With Two Fingers
104665;Zooming Out With Two Fingers
90572;Zooming In With Two Fingers
19333;Zooming In With Two Fingers
17498;Sliding Two Fingers Down
119382;Sliding Two Fingers Up
88644;Thumb Up
105832;Zooming In With Two Fingers
128869;Swiping Down
52820;Drumming Fingers
52126;Sliding Two Fingers Right
72886;Sliding Two Fingers Down
115222;Swiping Up
137638;No gesture
604;Thumb Up
32171;Swiping Right
66920;Zooming Out With Two Fingers
60758;Swiping Up
143328;Thumb Down
93689;Swiping Down
75561;Zooming Out With Two Fingers
77006;Sliding Two Fingers Down
23825;No gesture
100401;Thumb Down
69582;Drumming Fingers
97597;Swiping Up
28450;Thumb Down
50791;Drumming Fingers
61738;Sliding Two Fingers Left
1645;Swiping Down
104526;Sliding Two Fingers Right
109750;Thumb Down
16533;Zooming In With Two Fingers
38311;Swiping Right
70271;Swiping Down
130464;Zooming Out With Two Fingers
87952;Zooming In With Two Fingers
73289;Thumb Down
17326;Swiping Right
51695;No gesture
49061;Thumb Up
96619;Thumb Up
107455;Swiping Up
40165;Zooming Out With Two Fingers
144471;Swiping Right
54215;Drumming Fingers
4650;Sliding Two Fingers Right
71155;Drumming Fingers
62766;Stop Sign
26018;Sliding Two Fingers Right
38424;Swiping Right
130163;Sliding Two Fingers Up
101855;Thumb Down
41361;Sliding Two Fingers Left
33217;Sliding Two Fingers Left
58257;Zooming In With Two Fingers
39985;Thumb Down
98046;Swiping Down
118896;Zooming In With Two Fingers
119692;Thumb Down
129361;No gesture
94937;Sliding Two Fingers Down
65731;Swiping Right
33525;Thumb Down
87435;No gesture
134741;Swiping Right
53814;Drumming Fingers
103505;No gesture
45986;Sliding Two Fingers Up
52187;Zooming Out With Two Fingers
105055;Zooming In With Two Fingers
135954;No gesture
39293;Swiping Right
83869;Sliding Two Fingers Down
80465;Sliding Two Fingers Right
53611;Drumming Fingers
24082;Thumb Down
141884;Sliding Two Fingers Right
30318;Sliding Two Fingers Up
69011;Zooming Out With Two Fingers
134767;Zooming Out With Two Fingers
4453;Thumb Up
115199;Sliding Two Fingers Left
66925;Sliding Two Fingers Right
15222;Stop Sign
31315;Swiping Down
6889;Thumb Up
127246;No gesture
11990;Sliding Two Fingers Left
147522;Sliding Two Fingers Down
30305;Swiping Down
37042;Drumming Fingers
37040;Swiping Up
41135;Zooming In With Two Fingers
77782;Thumb Up
56232;Stop Sign
86760;Swiping Right
55415;No gesture
10160;Thumb Down
1513;Sliding Two Fingers Down
99110;Swiping Right
107040;Sliding Two Fingers Down
49505;Thumb Up
22003;No gesture
4750;Sliding Two Fingers Down
109613;Swiping Right
119485;Drumming Fingers
80194;Sliding Two Fingers Right
74266;Thumb Up
55068;Sliding Two Fingers Up
56353;Thumb Down
17476;Drumming Fingers
80410;Swiping Up
128963;Thumb Up
74090;Drumming Fingers
83609;Swiping Right
22267;No gesture
65079;Stop Sign
49062;Sliding Two Fingers Left
14301;Drumming Fingers
130944;Stop Sign
132285;Zooming Out With Two Fingers
45714;Sliding Two Fingers Right
104420;No gesture
14163;Thumb Up
140823;Thumb Up
136549;Sliding Two Fingers Up
121401;Zooming Out With Two Fingers
75104;Stop Sign
133828;Zooming Out With Two Fingers
22105;No gesture
69469;Sliding Two Fingers Left
86719;Stop Sign
27536;No gesture
69169;Stop Sign
71361;Sliding Two Fingers Up
14930;Sliding Two Fingers Up
79118;Swiping Down
26056;Zooming Out With Two Fingers
101300;Sliding Two Fingers Down
100859;Drumming Fingers
91051;Sliding Two Fingers Down
49160;Drumming Fingers
21183;Sliding Two Fingers Right
33744;Swiping Down
60544;Swiping Down
50466;Swiping Down
4503;Zooming Out With Two Fingers
64432;Sliding Two Fingers Down
65014;Zooming Out With Two Fingers
126758;Swiping Down
55619;Drumming Fingers
84641;Thumb Down
100160;Sliding Two Fingers Right
12605;Sliding Two Fingers Down
126216;Sliding Two Fingers Left
41784;Zooming In With Two Fingers
46479;Swiping Up
54540;Stop Sign
6055;Zooming In With Two Fingers
128384;Sliding Two Fingers Down
105168;Sliding Two Fingers Up
141397;Sliding Two Fingers Right
70497;Sliding Two Fingers Right
100870;Sliding Two Fingers Down
101517;Swiping Right
65305;Thumb Down
43551;Stop Sign
119997;Stop Sign
31040;Swiping Right
92365;Thumb Up
45167;Sliding Two Fingers Up
21021;Sliding Two Fingers Left
48486;Sliding Two Fingers Left
123156;Sliding Two Fingers Left
134686;Swiping Down
106462;Sliding Two Fingers Left
68719;Drumming Fingers
14500;Thumb Down
37852;Zooming In With Two Fingers
108973;Thumb Down
71182;Stop Sign
143880;Sliding Two Fingers Up
108099;Zooming Out With Two Fingers
101750;Thumb Up
54639;Swiping Down
119518;Zooming In With Two Fingers
88845;Swiping Right
19761;Thumb Up
31490;Sliding Two Fingers Down
51948;Sliding Two Fingers Down
14561;Swiping Up
110694;Swiping Down
68127;Zooming In With Two Fingers
100329;Drumming Fingers
122695;Zooming Out With Two Fingers
39831;Sliding Two Fingers Left
80978;Drumming Fingers
111845;Sliding Two Fingers Down
31023;Swiping Down
108717;Zooming In With Two Fingers
85438;Zooming Out With Two Fingers
122750;Sliding Two Fingers Left
21489;Sliding Two Fingers Left
68106;Sliding Two Fingers Left
72453;Thumb Up
84099;Drumming Fingers
31148;Zooming Out With Two Fingers
129311;Sliding Two Fingers Left
28142;Swiping Up
139622;Swiping Up
59889;Thumb Down
139602;Swiping Up
32257;No gesture
114735;Swiping Down
22953;Thumb Down
30084;Stop Sign
86321;No gesture
53631;Thumb Down
90916;Swiping Up
141958;Thumb Up
130645;Sliding Two Fingers Up
124705;Zooming Out With Two Fingers
126589;Sliding Two Fingers Left
31180;Sliding Two Fingers Up
67591;Stop Sign
13842;No gesture
10932;Swiping Up
110244;Zooming In With Two Fingers
121118;Sliding Two Fingers Left
148008;No gesture
17028;Thumb Up
83291;Swiping Down
137199;Sliding Two Fingers Down
48810;Zooming In With Two Fingers
69242;Thumb Up
84588;Sliding Two Fingers Left
78054;Thumb Up
109989;Sliding Two Fingers Up
47869;Sliding Two Fingers Right
37472;Sliding Two Fingers Left
279;Drumming Fingers
64632;Sliding Two Fingers Up
102807;Stop Sign
82923;Sliding Two Fingers Right
89244;Zooming In With Two Fingers
68534;Zooming In With Two Fingers
8090;Zooming In With Two Fingers
56827;Sliding Two Fingers Left
33420;Zooming Out With Two Fingers
75053;Swiping Right
133627;Sliding Two Fingers Right
7154;Thumb Down
12655;Stop Sign
122135;Sliding Two Fingers Left
71283;Stop Sign
122156;Thumb Up
115904;Zooming In With Two Fingers
31510;Swiping Down
104899;Zooming In With Two Fingers
43970;No gesture
90090;Swiping Down
67960;Zooming Out With Two Fingers
64841;Sliding Two Fingers Right
112649;Sliding Two Fingers Down
114965;Swiping Right
89540;Thumb Down
108109;Zooming Out With Two Fingers
43470;No gesture
105348;Drumming Fingers
142444;Swiping Up
31689;No gesture
60065;Swiping Right
135534;Sliding Two Fingers Down
3130;Thumb Down
135617;Swiping Right
8668;Sliding Two Fingers Left
24709;Swiping Right
136841;Zooming Out With Two Fingers
70543;Zooming In With Two Fingers
96622;Thumb Up
3073;Sliding Two Fingers Left
63450;Sliding Two Fingers Left
105337;Swiping Right
93527;Swiping Down
78553;Sliding Two Fingers Left
115171;Sliding Two Fingers Down
95519;Thumb Down
62955;Drumming Fingers
68555;Zooming In With Two Fingers
97423;Zooming Out With Two Fingers
16919;Sliding Two Fingers Up
146489;No gesture
31665;Swiping Down
99387;Swiping Right
93251;Zooming Out With Two Fingers
55888;Sliding Two Fingers Up
11481;Sliding Two Fingers Left
59137;Sliding Two Fingers Left
101406;Drumming Fingers
29523;No gesture
95730;Thumb Up
10431;Drumming Fingers
65097;Swiping Right
139691;Swiping Down
76284;Swiping Down
116748;Swiping Down
126197;Sliding Two Fingers Down
99606;Sliding Two Fingers Left
146224;Drumming Fingers
11955;Swiping Right
13418;Sliding Two Fingers Left
128344;Thumb Down
56268;Sliding Two Fingers Up
98448;Sliding Two Fingers Up
110400;No gesture
121999;Sliding Two Fingers Left
40178;Swiping Right
79675;Thumb Down
110460;Sliding Two Fingers Up
93241;Swiping Right
76390;Sliding Two Fingers Up
87021;Drumming Fingers
31200;Sliding Two Fingers Up
1748;Zooming Out With Two Fingers
36299;Thumb Down
71470;No gesture
102748;Sliding Two Fingers Down
90500;Swiping Up
142069;Thumb Up
64799;Thumb Down
98830;Swiping Up
40562;Sliding Two Fingers Down
1317;Sliding Two Fingers Down
59455;Zooming Out With Two Fingers
65356;No gesture
67909;Stop Sign
26326;Sliding Two Fingers Left
123394;Swiping Up
10917;Thumb Up
64791;Sliding Two Fingers Down
8325;Sliding Two Fingers Down
43776;Sliding Two Fingers Right
28025;Zooming Out With Two Fingers
123200;Swiping Up
83923;Thumb Up
100394;No gesture
18525;Sliding Two Fingers Right
85341;Sliding Two Fingers Up
37705;Sliding Two Fingers Up
70257;Sliding Two Fingers Down
5977;Zooming In With Two Fingers
145016;Stop Sign
84796;Sliding Two Fingers Right
25405;Drumming Fingers
21409;Zooming Out With Two Fingers
93816;Zooming Out With Two Fingers
2105;Sliding Two Fingers Left
68218;Stop Sign
124757;Sliding Two Fingers Right
21932;Sliding Two Fingers Left
77461;Swiping Down
126423;Thumb Down
126319;Sliding Two Fingers Down
85626;Zooming Out With Two Fingers
69311;Thumb Up
43070;Sliding Two Fingers Left
114812;Drumming Fingers
127774;No gesture
146254;Thumb Up
60518;Thumb Down
122874;Sliding Two Fingers Left
60057;Swiping Up
84584;Swiping Up
62122;Zooming In With Two Fingers
9969;Sliding Two Fingers Up
40556;Sliding Two Fingers Left
145681;No gesture
118686;Drumming Fingers
93384;Swiping Up
76664;Swiping Right
93728;Swiping Down
59630;Swiping Down
71052;Sliding Two Fingers Down
100909;Sliding Two Fingers Right
91003;Swiping Up
5029;Zooming In With Two Fingers
114026;Zooming Out With Two Fingers
57305;Thumb Down
14132;Zooming In With Two Fingers
69908;Zooming In With Two Fingers
129545;Swiping Up
58293;Sliding Two Fingers Right
127304;Sliding Two Fingers Down
114373;Sliding Two Fingers Up
146916;Sliding Two Fingers Right
860;Thumb Up
6112;Zooming Out With Two Fingers
47993;No gesture
134611;Swiping Up
135865;Swiping Down
53793;Stop Sign
39907;Sliding Two Fingers Left
77886;Sliding Two Fingers Left
97968;Swiping Right
20952;Sliding Two Fingers Down
13907;No gesture
54250;Sliding Two Fingers Right
146292;Sliding Two Fingers Left
7286;Sliding Two Fingers Left
37701;No gesture
88768;No gesture
32250;Thumb Down
85828;Sliding Two Fingers Right
117684;No gesture
1272;Swiping Down
104332;Swiping Down
42406;Sliding Two Fingers Up
69325;Thumb Down
16867;Sliding Two Fingers Down
114830;Stop Sign
94078;Drumming Fingers
9565;Sliding Two Fingers Left
90171;Zooming Out With Two Fingers
82420;Thumb Up
99694;Swiping Up
76701;Sliding Two Fingers Down
145433;Sliding Two Fingers Right
105868;Thumb Up
36668;Thumb Up
43561;No gesture
85805;Thumb Down
94259;No gesture
142115;Sliding Two Fingers Right
140409;Zooming Out With Two Fingers
120278;Sliding Two Fingers Right
86598;Stop Sign
133492;Zooming Out With Two Fingers
107143;Stop Sign
50399;Thumb Up
118143;Thumb Up
89475;Thumb Up
41697;Sliding Two Fingers Up
118748;Sliding Two Fingers Right
80735;No gesture
84102;Thumb Down
84137;Sliding Two Fingers Up
72834;Drumming Fingers
126616;Thumb Down
83561;Zooming In With Two Fingers
127904;Stop Sign
132710;Zooming Out With Two Fingers
145789;Drumming Fingers
95163;Swiping Right
24767;Thumb Down
80581;Swiping Down
93440;Stop Sign
143006;Thumb Up
2217;Swiping Down
52088;Thumb Up
70221;Swiping Right
91884;Swiping Up
57105;Thumb Down
7946;Drumming Fingers
71421;Sliding Two Fingers Right
31471;Swiping Up
123099;Zooming In With Two Fingers
53900;Swiping Right
75066;Sliding Two Fingers Up
98408;Drumming Fingers
46956;Drumming Fingers
33664;Swiping Down
8335;Stop Sign
94648;Zooming Out With Two Fingers
34641;No gesture
29189;Sliding Two Fingers Up
18089;Sliding Two Fingers Right
113386;Sliding Two Fingers Up
45788;Sliding Two Fingers Right
116917;Zooming In With Two Fingers
72084;Zooming In With Two Fingers
141711;Swiping Up
56051;Swiping Up
123303;Drumming Fingers
71670;Zooming In With Two Fingers
34565;Sliding Two Fingers Up
116542;Swiping Right
97768;Drumming Fingers
13645;Thumb Down
121403;Sliding Two Fingers Down
6960;Sliding Two Fingers Right
147758;Swiping Up
87745;Sliding Two Fingers Left
26419;Sliding Two Fingers Down
103667;Swiping Right
80699;Swiping Down
7278;Sliding Two Fingers Right
79590;Sliding Two Fingers Up
111445;Swiping Right
55947;Sliding Two Fingers Down
57009;Thumb Up
69918;No gesture
2630;Sliding Two Fingers Left
118405;Sliding Two Fingers Left
65295;Stop Sign
28423;Drumming Fingers
74298;Zooming Out With Two Fingers
25935;Thumb Down
125539;Thumb Up
113936;Zooming Out With Two Fingers
63585;Swiping Up
132126;Swiping Right
57225;Thumb Down
8516;Swiping Right
101654;No gesture
80559;Sliding Two Fingers Down
11939;Zooming In With Two Fingers
49290;Sliding Two Fingers Left
99348;Thumb Up
107199;Zooming Out With Two Fingers
76582;Sliding Two Fingers Up
105678;Drumming Fingers
82311;Sliding Two Fingers Right
39488;Zooming Out With Two Fingers
143021;Sliding Two Fingers Up
35177;Swiping Up
10127;Swiping Up
7795;Thumb Down
106369;Drumming Fingers
51883;Stop Sign
114510;Zooming Out With Two Fingers
144992;Swiping Right
17283;Sliding Two Fingers Right
57120;Thumb Up
107271;Stop Sign
25611;Sliding Two Fingers Up
88325;No gesture
125901;Thumb Up
113824;Sliding Two Fingers Up
66913;Sliding Two Fingers Up
99988;Sliding Two Fingers Down
20746;Sliding Two Fingers Down
60964;Zooming Out With Two Fingers
119073;Sliding Two Fingers Left
112668;Sliding Two Fingers Down
90120;Zooming Out With Two Fingers
14372;Zooming Out With Two Fingers
56470;Sliding Two Fingers Up
20367;Zooming In With Two Fingers
109085;Swiping Down
94503;Sliding Two Fingers Left
45147;Sliding Two Fingers Right
9989;Zooming Out With Two Fingers
